bike_id,lat,lon,is_reserved,is_disabled,vehicle_type_id
ffd9ec8b-4873-423e-84e9-6d3cac04eb85,43.558351,3.963412,False,False,14
0307640d-5f61-4f74-8eec-b37fe6b6b9e5,43.622038,3.86672,False,False,14
612af798-5ad7-42fc-9026-ab15a284a7fd,43.599652,3.881954,False,False,14
0bfd7ec2-ad21-4a32-aae9-95c1a8aa23f6,43.558351,3.963412,False,False,14
42ca1293-fd3a-49dd-85b4-613aaac2c3fb,43.639119,3.828199,False,False,14
f97cb087-79ed-4138-9822-9cba62fe672f,43.612659,3.867734,False,False,14
c1785db2-62d0-40cf-9d5e-723a35fbbade,43.558351,3.963412,False,False,14
1d4e5e54-c2e6-4c2c-a8da-4d3a0e508709,43.608148,3.878778,False,False,14
7589a2cd-67b9-4e12-8064-7dd00f4f64ef,43.60585,3.911576,False,False,14
61ccb598-1c39-402c-81be-f8ffe83ba9ed,43.619871,3.873812,False,False,14
3acc183f-664c-4c1d-a830-686fe8376f29,43.601143,3.884373,False,False,14
fa6482d3-86d3-48d9-9070-c472c7e8da8e,43.621682,3.83477,False,False,14
232bea7e-e128-4c68-a4a3-604b9bda9d7f,43.616768,3.873375,False,False,14
f6c8ece9-4969-40d1-9d6b-132f74c90df6,43.635689,3.849597,False,False,14
b0bb5444-49f3-4b66-95dc-db3b858d7902,43.607106,3.870693,False,False,14
abea0460-6e16-46ac-b407-16fbfaf0a536,43.615155,3.839466,False,False,14
efd3f82f-a956-4e1a-817f-dadefd7f6701,43.558351,3.963412,False,False,14
4a36c673-a170-4d46-9f98-ea57fd93b203,43.599652,3.881954,False,False,14
1581c088-0b6e-4d18-bea2-7ca25a799b30,43.619871,3.873812,False,False,14
d6adaedc-1ba6-4666-8f36-58092efaf5c0,43.613989,3.8816,False,False,14
74d0b5af-feaa-4417-88b7-d39ddd40edcb,43.608218,3.89314,False,False,14
d34ac82e-c560-4651-9075-3501d19941bb,43.558351,3.963412,False,False,14
776133b6-f075-4b64-aace-ef4343b2a23b,43.619701,3.883831,False,False,14
e191cd1e-ae4f-4f01-82e6-4d2d81657faa,43.608996,3.872752,False,False,14
