id_local,code_com,coordonneesxy,capacite,capacite_cargo,type_accroche,mobilier,mobilier_complement,acces,gratuit,protection,couverture,date_maj,materiaux,coloris,nom_comm
2216,34172,"[3.8844243847308815,43.62145570923681]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
845,34172,"[3.9202255725812627,43.59941438126409]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,noir,Montpellier
1064,34172,"[3.9106974625008633,43.60517514361943]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1585,34337,"[3.859699557750629,43.53365637535893]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Villeneuve-lès-Maguelone
381,34172,"[3.8828939,43.60352580002315]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1298,34270,"[3.8379339659301954,43.57096909566086]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Saint-Jean-de-Védas
1939,34172,"[3.8661815259033454,43.62650902365528]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
776,34172,"[3.8740761302027344,43.61783305793839]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
772,34129,"[3.904366899999998,43.572516400023204]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,vert,Lattes
761,34172,"[3.864496496616794,43.61403499856378]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
68,34172,"[3.9126616000000003,43.607463500023144]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,ANCIEN,gris,Montpellier
491,34172,"[3.8913089623172197,43.61902007035437]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1920,34172,"[3.8614398121100537,43.64458929199804]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
212,34172,"[3.8695553,43.619290000023106]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
846,34172,"[3.9077505,43.59961400002317]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1267,34057,"[3.9005325999999996,43.632743900023065]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Castelnau-le-Lez
967,34172,"[3.8703617602015497,43.64474994578344]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1281,34172,"[3.8766109098873875,43.60228347290992]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1714,34172,"[3.8782220780487804,43.614012148582226]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1174,34172,"[3.8831373754436656,43.59106281289672]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
594,34057,"[3.916214956373014,43.64528658655881]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Castelnau-le-Lez
309,34172,"[3.8741244508064865,43.60903186384524]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1541,34172,"[3.880513205747385,43.6085997316143]",15,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1496,34022,"[4.0130130974274385,43.66083731385393]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Baillargues
17,34172,"[3.8755021999999992,43.59922360002317]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
169,34172,"[3.8742493999999996,43.61268670002312]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1093,34172,"[3.8641630207101305,43.598191736233986]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
537,34172,"[3.8287944000000005,43.614509800023136]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
254,34327,"[3.9718472627243635,43.65436534014662]",12,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Vendargues
287,34172,"[3.9020041000000005,43.597924800023165]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1136,34172,"[3.8179584480296,43.64189914404611]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1994,34172,"[3.8830632148268527,43.605479323320004]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
281,34172,"[3.8996617776908065,43.59742649433463]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
265,34077,"[3.8863270999999995,43.65737990002304]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Clapiers
720,34172,"[3.8638284133869236,43.63389948886741]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
973,34172,"[3.8562991579317374,43.61543532877461]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1042,34172,"[3.907270827308671,43.6000591097641]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
969,34172,"[3.8695681107897313,43.61864199022549]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
295,34172,"[3.9021443000000002,43.602108300023154]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2330,34172,"[3.852025480645206,43.59280729964175]",26,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1260,34129,"[3.8999189999999992,43.57309880002322]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Lattes
584,34172,"[3.9015475,43.596844200023156]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
713,34172,"[3.8907104000000006,43.59068790002318]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
264,34077,"[3.885979509756838,43.65715578942572]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Clapiers
708,34172,"[3.864898570771871,43.61279592292329]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
586,34057,"[3.895577,43.633240800023074]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Castelnau-le-Lez
2510,34172,"[3.815822532818208,43.621631570751624]",4,4,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
385,34172,"[3.8629708329252894,43.61803380875746]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1038,34172,"[3.904620266852263,43.59584393724455]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1914,34172,"[3.9029203064888827,43.59692469544581]",2,2,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
521,34172,"[3.8880129365573493,43.60341084539786]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
6,34172,"[3.8836628224944625,43.609082056265066]",15,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1155,34172,"[3.8700919470436164,43.59671642027233]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
822,34172,"[3.8778693757228404,43.603673934571184]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
934,34172,"[3.8779690652403285,43.60357889808623]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
921,34172,"[3.8782902858196664,43.6165986521678]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
595,34057,"[3.922050037665579,43.64219155645092]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Castelnau-le-Lez
403,34172,"[3.8487649819848984,43.63917277463966]",33,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
1514,34172,"[3.874579308421457,43.63270973435562]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1066,34172,"[3.9108689892052144,43.60602767759082]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
241,34172,"[3.8781403,43.60514720002315]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2353,34172,"[3.8385948145585607,43.6162887765177]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
372,34172,"[3.8714002264105942,43.608300925072854]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2023,34172,"[3.848889221426716,43.609684438854984]",19,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1306,34217,"[3.863078072130669,43.6995209446972]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Prades-le-Lez
1483,34172,"[3.890931687497316,43.60458352012639]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1396,34172,"[3.904200549951105,43.59634165620709]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
981,34123,"[3.8108529267909192,43.61763772453646]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Juvignac
2034,34172,"[3.8763395074624416,43.60590294412137]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2002,34172,"[3.8823876430508792,43.603280155823384]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
992,34172,"[3.8583481795392816,43.631836101482484]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
511,34172,"[3.903161299999999,43.598958800023134]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2290,34172,"[3.851996514418793,43.5924410986914]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2211,34172,"[3.8788563477991262,43.614661897073944]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
592,34057,"[3.8975148131840442,43.63247063651135]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Castelnau-le-Lez
1332,34172,"[3.8552068330028777,43.586613707122815]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1653,34172,"[3.8755030581211725,43.60524007671327]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,inox,,Montpellier
270,34077,"[3.8812862,43.654420800023026]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Clapiers
416,34172,"[3.8732358196974594,43.60204920081839]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
833,34172,"[3.878337184788852,43.60134036464276]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
192,34172,"[3.883851499999999,43.615701400023106]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2042,34077,"[3.884410172570041,43.656500263914374]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Clapiers
104,34172,"[3.9003183,43.602391600023154]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2103,34172,"[3.8641901426915655,43.61119640478278]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
645,34172,"[3.8964501683379926,43.60507259556491]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2434,34172,"[3.8281077958614618,43.63873514677217]",14,,CADRE ET ROUE,ARCEAU,ABRI VELOS,LIBRE ACCES,,,,,,,Montpellier
1522,34172,"[3.8498241000831994,43.59041514870402]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
903,34172,"[3.877967554506408,43.61255699803694]",3,,CADRE,AUTRE,LISSE VELOS,LIBRE ACCES,,,,,,,Montpellier
1503,34172,"[3.8647056005789593,43.6085814047217]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1021,34057,"[3.8955232021682793,43.63255534287397]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
648,34129,"[3.903703759030036,43.56878545833885]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Lattes
2425,34172,"[3.8323149506443293,43.596857307800356]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1254,34129,"[3.899099099999999,43.572012400023205]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Lattes
501,34172,"[3.8902199913928306,43.618071337037854]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1429,34172,"[3.910070612500853,43.6080336702019]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1594,34172,"[3.862049448744076,43.617310262971806]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2076,34172,"[3.8918753269673694,43.607034435297294]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2476,34172,"[3.8628074061981366,43.63518153487148]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
173,34172,"[3.876754752233293,43.61366341544799]",18,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,ANCIEN,,Montpellier
1413,34172,"[3.9104890385559727,43.60028852036076]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
887,34172,"[3.8962469999999985,43.60621750002315]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2332,34172,"[3.8513852830645665,43.60113394087598]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1582,34337,"[3.863072897373816,43.53044220265683]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Villeneuve-lès-Maguelone
842,34172,"[3.869662725447795,43.60579693549812]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
505,34172,"[3.8880184717717703,43.61746734933841]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
238,34172,"[3.8846188999999995,43.60949200002313]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,ANCIEN,,Montpellier
746,34172,"[3.8706943628511423,43.622148958038245]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
413,34172,"[3.8768707999999994,43.61304160002315]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1185,34172,"[3.864251127116139,43.60858255020363]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
922,34172,"[3.8785230705279723,43.616643670337616]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1395,34172,"[3.9010840489807546,43.60046859358281]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Montpellier
821,34172,"[3.8778277622086605,43.60390341229395]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2225,34337,"[3.862425796556128,43.52839012468364]",26,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Villeneuve-lès-Maguelone
2057,34172,"[3.8685776696420167,43.60234554292005]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2235,34172,"[3.8737376408834994,43.60428948497466]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2518,34172,"[3.8298015110939825,43.61551504825109]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
70,34172,"[3.894163499999999,43.599000100023154]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
898,34172,"[3.887761951289233,43.603633707276984]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1144,34172,"[3.8305220475804758,43.61301695289432]",5,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Montpellier
1784,34172,"[3.8206234173895393,43.62648451968624]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
496,34270,"[3.8370656999999997,43.574668500023215]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,marron,Saint-Jean-de-Védas
148,34172,"[3.869518099999999,43.61642010002312]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2475,34172,"[3.8673144151110743,43.6368332367903]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1440,34172,"[3.857575144360014,43.60508677209685]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1173,34172,"[3.8830791219569147,43.59096911218508]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1993,34172,"[3.883866218463099,43.605228990500684]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2237,34172,"[3.867602996306704,43.60109787337492]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
970,34172,"[3.8700913515433535,43.61241253162195]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1224,34172,"[3.8813184898382542,43.58402032853948]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
915,34172,"[3.8727881297843987,43.612886021201106]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
564,34172,"[3.8489220054048854,43.63429447464942]",17,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1076,34172,"[3.857961709776806,43.61261215736016]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
539,34172,"[3.8842578,43.60329800002315]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2517,34090,"[3.9334599716359313,43.654294955939136]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Le Crès
2298,34270,"[3.8300662785299657,43.575541308336575]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Saint-Jean-de-Védas
1382,34172,"[3.8363089058252995,43.64053982681132]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
76,34198,"[3.9572906999999993,43.56504130002326]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Pérols
2245,34057,"[3.8994413117643627,43.63290450389616]",15,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,true,,,,Castelnau-le-Lez
546,34172,"[3.9026549999999998,43.59859460002316]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
165,34172,"[3.8733656999999995,43.611694000023135]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
481,34172,"[3.8930854999999993,43.60630220002314]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2208,34172,"[3.876226889243426,43.625009242501555]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
636,34057,"[3.8995392986612596,43.633478864523646]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
668,34172,"[3.8830335999999996,43.603643900023165]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1715,34270,"[3.8309533634137685,43.57617666290452]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Saint-Jean-de-Védas
186,34172,"[3.8950386525068534,43.603783996018336]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
864,34172,"[3.865291377266727,43.61269301076167]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
367,34172,"[3.867276259542476,43.60667071697177]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
370,34172,"[3.867543969744032,43.60617685109211]",11,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2240,34172,"[3.869892424653982,43.60218588675224]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
778,34022,"[4.0076373,43.65336260002303]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Baillargues
63,34172,"[3.8599375941695286,43.5822287300025]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2166,34327,"[3.9725785711453994,43.659375211391385]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Vendargues
938,34172,"[3.8682368216904606,43.62220738399221]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1052,34172,"[3.9077771823320773,43.6042859160663]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1507,34172,"[3.862021969418464,43.625469595541546]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1677,34172,"[3.851481094163186,43.5921184026573]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
1657,34172,"[3.9021064548813844,43.601271620490714]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
962,34172,"[3.8808266956415975,43.6172468871876]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2017,34172,"[3.8752410936046413,43.60163409411874]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2299,34172,"[3.866991688863739,43.61192642332343]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1141,34172,"[3.9034271666136457,43.595797392365704]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1806,34172,"[3.8217915381848995,43.62591983304219]",10,3,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
555,34172,"[3.867868389385999,43.611300920267475]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2068,34172,"[3.868740895323925,43.6060940178458]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
190,34172,"[3.8836941376573253,43.61935648487716]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
909,34172,"[3.8653814272122817,43.611463318957796]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
945,34172,"[3.904527218143789,43.599379384469]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
836,34172,"[3.879282177393856,43.602800222416676]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
94,34172,"[3.9246835,43.60498870002315]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,orange,Montpellier
