id_local,code_com,coordonneesxy,capacite,capacite_cargo,type_accroche,mobilier,mobilier_complement,acces,gratuit,protection,couverture,date_maj,materiaux,coloris,nom_comm
2177,34172,"[3.866998048707703,43.626445623342214]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
100,34172,"[3.900446800000001,43.601556200023154]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
92,34172,"[3.8655559999999998,43.61084810002312]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1976,34172,"[3.8849905480124947,43.59228199743912]",5,0,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2066,34172,"[3.8716474783595234,43.60585904148243]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2250,34172,"[3.8820706691610725,43.61409123208596]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1886,34172,"[3.813771328534776,43.64082661007296]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
177,34172,"[3.8788661775507354,43.614595973971966]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
662,34172,"[3.890290667007063,43.60549793172068]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
524,34172,"[3.8705507431561905,43.60826873231534]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
108,34172,"[3.8986911999999996,43.604275700023145]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,marron,Montpellier
509,34172,"[3.9074656,43.60258960002315]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2360,34172,"[3.8328921841295616,43.617727221301564]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2200,34172,"[3.879474855225611,43.60543817282218]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1156,34172,"[3.876994213703684,43.58106496464429]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
531,34172,"[3.8652846,43.617913700023124]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1402,34172,"[3.9018680549947278,43.596578296760846]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
573,34057,"[3.9214718280158425,43.64196368522185]",3,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Castelnau-le-Lez
1296,34088,"[3.7193550000000006,43.55791210002325]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Cournonterral
2242,34172,"[3.8678994981629753,43.60360580017794]",2,2,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2244,34057,"[3.8987029545549428,43.632772593655126]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
1536,34172,"[3.8986351810483186,43.618872909107004]",3,0,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2107,34172,"[3.862445210891401,43.60683646233982]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
514,34172,"[3.8897715694498363,43.61512964814108]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1295,34088,"[3.7206324999999993,43.558986600023246]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Cournonterral
2113,34172,"[3.836797113916258,43.61436401978889]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
206,34172,"[3.883897,43.61633300002313]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1599,34172,"[3.873441475562752,43.60834443301777]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1178,34172,"[3.8450020852726463,43.617242527311454]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2368,34172,"[3.8595630842782622,43.60015434081783]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1911,34198,"[3.9530814020187477,43.561118160388276]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Pérols
2473,34172,"[3.8302858515987706,43.61624805480509]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
819,34172,"[3.867026832856495,43.60839905246793]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
321,34172,"[3.826323899999998,43.61499790002311]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1319,34172,"[3.8691723143858474,43.59272263234559]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
322,34172,"[3.8925701751900745,43.60822182214349]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
255,34134,"[3.80351699147252,43.58388564848052]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Lavérune
1495,34022,"[4.014472673614776,43.660464191288064]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Baillargues
1862,34172,"[3.8647198792487685,43.61036487031055]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1701,34202,"[3.759691645301851,43.58545252565441]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Pignan
2523,34172,"[3.8314602425967244,43.611302525831654]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2362,34172,"[3.8350651023860447,43.61519379574028]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2511,34172,"[3.816038492213505,43.621592209678475]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
618,34172,"[3.874734335963988,43.616808862618434]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
411,34172,"[3.8950158999999998,43.599802700023155]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1691,34172,"[3.838992124776995,43.61766247843466]",4,0,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1694,34172,"[3.8853212010554765,43.60113317783894]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1686,34172,"[3.905639336445195,43.60219301604243]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
966,34172,"[3.87839289735016,43.61724129925224]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
908,34172,"[3.865509502333172,43.611453347911215]",6,6,CADRE ET ROUE,ARCEAU VELO GRANDE TAILLE,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,gris,Montpellier
2001,34172,"[3.88374488382103,43.603284571016346]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2106,34172,"[3.866865964670948,43.60898110169847]",5,,ROUE,RATELIER,RACK VELOS,LIBRE ACCES,true,,,,,,Montpellier
382,34202,"[3.7493322000000004,43.58511370002319]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Pignan
976,34172,"[3.8796435373943696,43.607494288250635]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
965,34172,"[3.8779108809008367,43.618831948237705]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
876,34169,"[3.8544782936295814,43.66839623565286]",3,,CADRE ET ROUE,AUTRE,ABRI VELOS,LIBRE ACCES,,,true,,,,Montferrier-sur-Lez
1736,34217,"[3.8644869758415457,43.69740798793731]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,true,,,,,,Prades-le-Lez
1924,34172,"[3.8686537833609944,43.6284321641576]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
151,34172,"[3.8826172756360604,43.62594403068092]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2215,34172,"[3.8830422699189717,43.61985798331884]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
710,34172,"[3.872926451891209,43.619382951511575]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1079,34172,"[3.854831400515729,43.61423282739904]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2205,34172,"[3.880546806398385,43.61623710060971]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
205,34172,"[3.8838056000000005,43.616313600023105]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
882,34169,"[3.8566686037610216,43.66506459310266]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montferrier-sur-Lez
421,34172,"[3.8608227999999998,43.60032580002317]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
2539,34057,"[3.9193060280876995,43.61963955688614]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
1217,34172,"[3.8905317008222333,43.5984999349127]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
240,34172,"[3.8784910999999993,43.60497150002315]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1836,34172,"[3.8297933467260656,43.61349802126304]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2296,34172,"[3.8842617771573904,43.606333800023144]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
226,34172,"[3.872470990787971,43.60109712510023]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
523,34172,"[3.874094199999999,43.60410880002314]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1100,34172,"[3.8795034691820796,43.62548737873354]",15,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1351,34172,"[3.8670852580690243,43.59787482568197]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
113,34172,"[3.8963936999999995,43.599352700023154]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1048,34172,"[3.9154123918116785,43.602093438635706]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2050,34172,"[3.8735961308584623,43.60350803984507]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
142,34172,"[3.873389718197546,43.605765613499685]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1936,34172,"[3.866556149078358,43.62665952046114]",12,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1068,34172,"[3.913286394350405,43.605703575142854]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1430,34120,"[3.913048924999998,43.66048868273377]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Jacou
721,34172,"[3.865451032184317,43.634295996404596]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
762,34172,"[3.8864732,43.60947250002313]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
52,34172,"[3.8806760014731916,43.60843417628549]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1315,34172,"[3.8908591779586477,43.60812790825519]",11,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,,,Montpellier
1419,34172,"[3.898847162500629,43.603097451831594]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1138,34172,"[3.9027084949462654,43.59586718180258]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
613,34172,"[3.8850333322944373,43.61557394765163]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
175,34172,"[3.8762084,43.61455660002312]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2303,34172,"[3.8632450587912706,43.60131307268095]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1082,34172,"[3.8569994712536597,43.61650769118142]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
810,34172,"[3.882491600621102,43.60385942637215]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1499,34057,"[3.903216705087405,43.62882903855549]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Castelnau-le-Lez
1196,34172,"[3.854519318774652,43.61202536287331]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2049,34172,"[3.873919760534053,43.60385518777576]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2220,34172,"[3.8710898676932355,43.608148546547824]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
533,34172,"[3.8825037950574908,43.604419706375225]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2099,34172,"[3.875057704516104,43.605501884084354]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1067,34172,"[3.9116645125008795,43.605719146576654]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
245,34172,"[3.869155906788016,43.60808105504529]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1211,34172,"[3.883261901530197,43.601323696632925]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
673,34129,"[3.879080699999999,43.56649040002324]",8,,CADRE ET ROUE,AUTRE,BOLLARD,LIBRE ACCES,,,false,,,,Lattes
2201,34172,"[3.8802155441433652,43.60656491735973]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
568,34172,"[3.9241316000000004,43.61244340002312]",12,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Montpellier
259,34198,"[3.9516819536611885,43.5627552622043]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Pérols
222,34172,"[3.8667935,43.60927420002316]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1087,34172,"[3.861971135827927,43.615376063842824]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
626,34172,"[3.8460941221961535,43.61687913207102]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
801,34172,"[3.873768699999999,43.609500100023126]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2410,34172,"[3.8514478121242393,43.60506800529763]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1017,34057,"[3.8942658855867136,43.63335167901692]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
1398,34172,"[3.9030343024729177,43.5964350474802]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
160,34172,"[3.905328641804533,43.60205526485965]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
883,34172,"[3.8690583,43.61293210002314]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
797,34172,"[3.9029954221367524,43.5960034322397]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
557,34172,"[3.8956329,43.59720890002316]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
528,34172,"[3.8641604490145167,43.615114338716936]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2278,34172,"[3.880385541496284,43.60672736754873]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1899,34172,"[3.8862362499905996,43.60804271534843]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2004,34172,"[3.881110885560901,43.60311414433295]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1675,34172,"[3.8617238742844178,43.60529031399243]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,inox,,Montpellier
1054,34172,"[3.905523587500763,43.60539468418901]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
975,34172,"[3.8761725961143543,43.60587479848578]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2536,34057,"[3.919416545631608,43.620273670652466]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
375,34172,"[3.8731772356460072,43.60798858610194]",11,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
950,34172,"[3.873360592221009,43.60871948143332]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
737,34129,"[3.9228078117814014,43.57423235316369]",3,,CADRE ET ROUE,AUTRE,RACK VELOS,LIBRE ACCES,,,false,,,,Lattes
288,34172,"[3.888990199999998,43.60804710002313]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
767,34129,"[3.877769899999999,43.56074310002327]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Lattes
666,34172,"[3.889073381217097,43.60543028843424]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2334,34172,"[3.851687134677466,43.60122800545033]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
743,34172,"[3.8660442252736495,43.62377311032592]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2093,34172,"[3.9039393135413287,43.5983532281473]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1005,34172,"[3.888599979170299,43.60549589224646]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
444,34172,"[3.8988646999999994,43.60240530002316]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
284,34172,"[3.8984800918544606,43.59997876721586]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
870,34172,"[3.8310969042188603,43.610703299149726]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1682,34172,"[3.9025415722956334,43.60065830223653]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
1974,34172,"[3.8756250414670954,43.627444665654984]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
697,34172,"[3.868280230670025,43.622112470743026]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
968,34172,"[3.872969851709917,43.620567275300886]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1555,34172,"[3.8786558967265887,43.605725717856714]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1010,34172,"[3.891439270081428,43.605454773297275]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2525,34172,"[3.829489704263386,43.61413130942919]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2506,34172,"[3.8224958312955644,43.62306629199848]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
582,34198,"[3.9542252874240362,43.56122740153827]",5,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Pérols
1749,34172,"[3.9051405082755006,43.59778092719399]",11,1,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2016,34172,"[3.878718337141255,43.60374214881972]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2457,34172,"[3.8607353104590216,43.62978013914266]",13,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
556,34172,"[3.8987767000000004,43.596782300023165]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1159,34172,"[3.896029724725576,43.60418163551978]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
1282,34172,"[3.8753743940374394,43.60243877970049]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1123,34172,"[3.8849576530680894,43.5954980536219]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
243,34172,"[3.87655301989874,43.608843456695]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1921,34172,"[3.868618013714276,43.63552198503304]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
881,34169,"[3.860231913854487,43.66647443887285]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montferrier-sur-Lez
991,34172,"[3.8581643016517018,43.631141296099]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2468,34172,"[3.861856207567637,43.63110088245962]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1371,34172,"[3.8388660072545697,43.5968859562446]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
794,34172,"[3.9050277786005485,43.595990873594]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2516,34057,"[3.9249911753810585,43.635666694949705]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
1589,34270,"[3.8266414103025532,43.5777605023665]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Saint-Jean-de-Védas
1199,34172,"[3.8544426534610667,43.61059774765011]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2006,34172,"[3.8811724674646686,43.60401439795886]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1153,34172,"[3.8890451168087616,43.604150081535515]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
1187,34172,"[3.8488529516441985,43.620860832740796]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2009,34058,"[3.983781942742181,43.67750183396601]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Castries
814,34172,"[3.881971399999999,43.602629800023145]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1029,34172,"[3.8417079816762816,43.622391610305066]",5,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Montpellier
775,34172,"[3.8825028804748696,43.60754348079603]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
