FID,objectid,code_insee,velo_plus,r_ppal,r_scdr,geom
sc_schema_cyclable_pm35_2023.2089,2089,59599,Non,Non,Oui,"MULTILINESTRING ((712718.586 7070871.96, 712718.552422166 7070871.93065585, 712718.55238257 7070871.93062125, 712718.552372701 7070871.93061263, 712621.874 7070787.442, 712558.049 7070731.98, 712484.502 7070670.396, 712433.014 7070626.736, 712375.948 7070578.971, 712251.081 7070473.444, 712238.59 7070466.774, 712177.530295837 7070484.65045526, 712167.778239458 7070487.50556571, 712092.651 7070505.609, 712078.676 7070467.459, 712074.675 7070453.611, 712069.003 7070420.513, 712068.419091171 7070411.04490837))"
sc_schema_cyclable_pm35_2023.2090,2090,59512,Oui,Oui,Non,"MULTILINESTRING ((711742.884999998 7066725.751, 711728.201499999 7066739.0096, 711686.601999998 7066776.417, 711669.950999998 7066788.949, 711648.167000003 7066800.65, 711602.979999997 7066825.066, 711596.636600003 7066830.1291))"
sc_schema_cyclable_pm35_2023.2091,2091,59163,Non,Non,Oui,"MULTILINESTRING ((710295.293976369 7064885.94292199, 710282.080000002 7064875.93499888, 710200.700000002 7064782.47299888, 710186.531000002 7064764.58799888, 710157.068000002 7064728.44999888, 710122.166000002 7064685.60999888, 710070.815000002 7064621.39899888, 710029.969000002 7064571.35499888, 709977.041122921 7064505.77034724, 709977.041113579 7064505.77033566))"
sc_schema_cyclable_pm35_2023.2092,2092,59090,Non,Oui,Non,"MULTILINESTRING ((706297.351999998 7066320.493, 706304.281000003 7066311.927, 706303.523999997 7066297.048, 706293.957999997 7066290.253, 706278.582999997 7066291.516))"
sc_schema_cyclable_pm35_2023.2093,2093,00000,Non,Oui,Non,"MULTILINESTRING ((716083.726999998 7065324.604, 716076.587700002 7065313.9873, 716063.468000002 7065311.026, 716052.365999997 7065314.253, 716045.818000004 7065323.442, 716034.535400003 7065320.5409, 716021.246100001 7065323.2716, 715992.752999999 7065333.798, 715977.191299997 7065331.6456, 715962.825999998 7065330.062, 715949.156400003 7065336.1968, 715938.061999999 7065344.417, 715914.523999997 7065369.768, 715901.162000001 7065386.146, 715849.079999998 7065464.785, 715818.612000003 7065512.464, 715792.402999997 7065546.968, 715765.119000003 7065573.104, 715746.838 7065584.899, 715713.571999997 7065599.58, 715691.5 7065607.155, 715668.523000002 7065611.239, 715616.248999998 7065612.455, 715482.419 7065613.026, 715357.093000002 7065613.392, 715341.112999998 7065616.788, 715316.963 7065629.762, 715292.064999998 7065642.991, 715262.582000002 7065660.89, 715137.347999998 7065727.675, 715086.310000002 7065755.271, 715010.875 7065795.845, 714998.809 7065803.206, 714988.25 7065811.431, 714976.472999997 7065823.293, 714968.066 7065834.376, 714958.202 7065850.349, 714957.068000004 7065851.5132, 714943.329999998 7065865.616))"
sc_schema_cyclable_pm35_2023.2094,2094,59090,Non,Oui,Non,"MULTILINESTRING ((705882.340999998 7067438.5, 705848.549000003 7067422.164, 705640.088 7067314.437, 705531.387999997 7067257.36, 705455.368000001 7067218.254))"
sc_schema_cyclable_pm35_2023.2095,2095,59367,Non,Non,Oui,"MULTILINESTRING ((715442.517516402 7062769.26676316, 715500.706578905 7062831.59865642, 715539.451000003 7062866.26499888, 715543.640345838 7062866.03679661, 715543.640377302 7062866.0367949))"
sc_schema_cyclable_pm35_2023.2096,2096,00000,Non,Oui,Non,"MULTILINESTRING ((713879.504100002 7071129.311, 713790.149899997 7071012.1299, 713762.928400002 7070980.3004, 713700.987499997 7070859.0053, 713682.083999999 7070765.0972))"
sc_schema_cyclable_pm35_2023.2097,2097,59090,Non,Oui,Non,"MULTILINESTRING ((705882.340999998 7067438.5, 705889.148999997 7067430.436, 705903.138999999 7067428.309, 705913.623999998 7067439.975, 705911.370999999 7067453.879))"
sc_schema_cyclable_pm35_2023.2098,2098,59599,Non,Oui,Non,"MULTILINESTRING ((711413.959200002 7069251.9257, 711425.151000001 7069248.459, 711515.023800001 7069183.5753, 711557.763999999 7069152.719, 711557.827799998 7069152.673, 711675.833999999 7069067.488, 711728.444200002 7069029.5701))"
sc_schema_cyclable_pm35_2023.2099,2099,59512,Non,Non,Oui,"MULTILINESTRING ((711547.611000005 7065226.29799777, 711547.61099847 7065226.29799914, 711547.611 7065226.298, 711581.823 7065247.632, 711603.67 7065257.069, 711616.303 7065285.225, 711629.838 7065288.105, 711648.223 7065287.942, 711658.501 7065290.352, 711745.11 7065338.738, 711782.7 7065360.293, 711918.622 7065440.137, 711927.671 7065445.06, 711996.693 7065484.846, 712036.544 7065507.38, 712036.572701964 7065507.39633613))"
sc_schema_cyclable_pm35_2023.2100,2100,59163,Non,Non,Oui,"MULTILINESTRING ((710675.832497662 7063756.15553023, 710863.247690424 7063702.35860293))"
sc_schema_cyclable_pm35_2023.2101,2101,59386,Non,Non,Oui,"MULTILINESTRING ((705226.276893759 7064895.05494263, 705148.682070143 7064848.19074223, 705122.176907621 7064838.33133395))"
sc_schema_cyclable_pm35_2023.2102,2102,59599,Option,Option,Non,"MULTILINESTRING ((712816.442000002 7069457.983, 712908.104000002 7069439.9038))"
sc_schema_cyclable_pm35_2023.2103,2103,59512,Oui,Oui,Non,"MULTILINESTRING ((712263.969099998 7066064.8545, 712405.296999998 7066086.123, 712414.045999996 7066030.177, 712492.645999998 7066026.335, 712553.151000001 7065909.327))"
sc_schema_cyclable_pm35_2023.2104,2104,00000,Non,Non,Oui,"MULTILINESTRING ((709829.198514811 7073002.17522999, 709853.896883718 7072997.87293347, 709872.380824319 7072983.37260076, 709889.430666081 7072959.78964206, 709901.859522692 7072938.43750378, 709911.89821457 7072934.29455158, 709922.25559508 7072938.43750378, 709927.755577974 7072940.96749591, 709932.93166422 7072939.07488104, 709934.525107375 7072929.83291074, 709949.184784404 7072923.6483595, 709971.492988578 7072919.02737435, 709995.075947276 7072915.84048803, 710025.988744489 7072911.61786367, 710055.148754231 7072911.06015857, 710078.891057244 7072911.06015857, 710088.22963207 7072906.74916947))"
sc_schema_cyclable_pm35_2023.2105,2105,00000,Non,Oui,Non,"MULTILINESTRING ((717386.665700003 7068513.9549, 717453.834100001 7068530.5725, 717960.293399997 7068712.3819, 718409.402800001 7068810.6884, 718859.261399999 7068908.7997, 719204.195299998 7069031.4601, 719562.090700001 7069141.6945, 719798.756999999 7069178.8592, 719938.089199998 7069270.1821, 720156.194200002 7069410.2708, 720829.143399999 7069691.2411))"
sc_schema_cyclable_pm35_2023.2106,2106,00000,Non,Oui,Non,"MULTILINESTRING ((718077.496200003 7065635.942, 718121.995499998 7065670.106, 718249.030599996 7065855.3971, 718213.759300001 7065947.6655, 718202.820200004 7066046.1425))"
sc_schema_cyclable_pm35_2023.2107,2107,59512,Non,Non,Oui,"MULTILINESTRING ((713419.669000005 7063864.81899776, 713376.176800844 7063901.73153377, 713179.17192082 7064063.04712393))"
sc_schema_cyclable_pm35_2023.2111,2111,00000,Non,Oui,Non,"MULTILINESTRING ((703073.748400003 7075552.6645, 703050.627700001 7075589.7765, 703015.855004375 7075632.81416757, 703006.472745345 7075624.37013444, 703023.360811599 7075578.86617814, 702840.406760512 7075507.56100951, 702826.333371967 7075516.00504264, 702580.98729833 7075419.36777463, 702353.46751685 7075331.17453975, 702213.672799997 7075295.5309, 702150.138700001 7075282.1834, 702071.1215 7075275.7766, 701630.100019908 7075293.28799921, 701630.100000002 7075293.288, 701530.013899997 7075281.1156, 701508.296346566 7075276.34714754, 701436.785300002 7075260.6457, 701387.586765933 7075248.96685285, 701381.322800003 7075247.4799, 701336.688000001 7075233.495, 701336.201286643 7075233.30355669, 701324.879100002 7075228.8501))"
sc_schema_cyclable_pm35_2023.2112,2112,59650,Non,Non,Oui,"MULTILINESTRING ((715573.269502045 7067611.55745497, 715669.724939923 7067528.57127473))"
sc_schema_cyclable_pm35_2023.2113,2113,59650,Oui,Oui,Non,"MULTILINESTRING ((715002.141500004 7067318.3458, 714999.472999997 7067321.414, 714971.990999997 7067353.553, 714960.544 7067360.41, 714914.115000002 7067385.716, 714852.104000002 7067416.914, 714843.199029588 7067418.91224574, 714842.241999999 7067419.127, 714822.204700001 7067420.4294))"
sc_schema_cyclable_pm35_2023.2114,2114,59512,Non,Non,Oui,"MULTILINESTRING ((712370.836828713 7065677.91386693, 712370.836832306 7065677.91385953, 712363.239000005 7065688.84199777, 712363.238998997 7065688.84199959, 712363.239 7065688.842, 712370.836828713 7065677.91386693))"
sc_schema_cyclable_pm35_2023.2115,2115,59512,Non,Non,Oui,"MULTILINESTRING ((712370.836828713 7065677.91386693, 712382.752 7065660.776, 712382.775831317 7065660.74126068))"
sc_schema_cyclable_pm35_2023.2116,2116,59163,Non,Non,Oui,"MULTILINESTRING ((710776.92915914 7064430.30289312, 710907.515213023 7064270.48920991))"
sc_schema_cyclable_pm35_2023.2117,2117,59508,Non,Oui,Non,"MULTILINESTRING ((708531.711999997 7072886.309, 708521.669 7072825.858, 708495.656000003 7072699.626, 708487.692000002 7072661.922, 708481.545000002 7072631.829, 708474.504000001 7072599.494, 708463.722999997 7072540.424, 708449.387999997 7072475.508, 708447.979699999 7072467.9973, 708442.874665834 7072442.97300685, 708442.872400001 7072442.9619, 708437.765000001 7072417.9264))"
sc_schema_cyclable_pm35_2023.2118,2118,59512,Oui,Oui,Non,"MULTILINESTRING ((713515.799000002 7066203.169, 713415.374399997 7066216.7456, 713385.6796 7066226.1814, 713357.019123581 7066247.33011801, 713356.983099997 7066247.3567))"
sc_schema_cyclable_pm35_2023.2119,2119,59163,Non,Oui,Non,"MULTILINESTRING ((710673.222300001 7063750.9131, 710833.874499999 7063550.9867))"
sc_schema_cyclable_pm35_2023.2120,2120,00000,Non,Oui,Non,"MULTILINESTRING ((705988.214000002 7065153.11, 705970.938000001 7065151.388, 705960.696000002 7065138.97, 705959.925999999 7065122.466, 705965.446999997 7065110.41, 705975.784000002 7065105.316))"
sc_schema_cyclable_pm35_2023.2121,2121,59090,Non,Oui,Non,"MULTILINESTRING ((707753.420999996 7069230.371, 707743.033 7069229.586, 707742.946813135 7069229.49235145, 707742.771724229 7069229.30210409, 707737.096000001 7069223.135, 707737.798057428 7069214.4487077, 707737.880435843 7069213.42947057, 707737.884999998 7069213.373, 707739.534400001 7069211.6086, 707739.610005533 7069211.55665005, 707744.955300003 7069207.8838, 707755.177100003 7069208.3283, 707757.693400003 7069210.9247, 707759.8288 7069213.1281, 707760.531750586 7069220.81115078, 707760.658299998 7069222.1943, 707754.778300002 7069228.5278))"
sc_schema_cyclable_pm35_2023.2122,2122,59426,Non,Non,Oui,"MULTILINESTRING ((711435.921698114 7071979.86199279, 711375.299781112 7071920.78200335))"
sc_schema_cyclable_pm35_2023.2123,2123,59090,Non,Oui,Non,"MULTILINESTRING ((705455.368000001 7067218.254, 705447.670999996 7067224.953, 705437.673 7067225.917, 705429.637999997 7067222.485, 705424.559 7067213.899, 705425.332999997 7067202.26))"
sc_schema_cyclable_pm35_2023.3395,3395,59355,Non,Non,Oui,"MULTILINESTRING ((701234.36 7059521.093, 701031.951656282 7059826.73293666, 701031.184895221 7059827.89075851, 701030.596 7059828.78))"
sc_schema_cyclable_pm35_2023.3396,3396,59052,Non,Oui,Non,"MULTILINESTRING ((691981.5911 7047661.4069, 692046.411267784 7047690.63000722, 692061.663000002 7047697.506, 692090.557505454 7047720.98606389, 692119.176423652 7047744.24218187, 692145.562299997 7047765.6837, 692150.6790589 7047772.50084801, 692279.735572795 7047944.44511452, 692461.15377332 7048186.15177836, 692545.541100003 7048298.5825, 692687.412699998 7048478.1878))"
sc_schema_cyclable_pm35_2023.3397,3397,59487,Non,Non,Oui,"MULTILINESTRING ((693833.831 7059727.756, 693838.142 7059731.045))"
sc_schema_cyclable_pm35_2023.3398,3398,00000,Non,Oui,Non,"MULTILINESTRING ((693251.458899997 7051822.1037, 693284.50478041 7051816.17988611, 693351.990500003 7051796.9145, 693467.660599999 7051789.9819, 693603.1994 7051780.6893, 693668.687600002 7051766.9104, 693747.100199997 7051760.0259, 693796.578699999 7051772.1155, 693924.581699997 7051815.3169, 693956.540100001 7051836.4519, 693980.200900003 7051863.0554))"
sc_schema_cyclable_pm35_2023.3399,3399,59524,Non,Oui,Non,"MULTILINESTRING ((692544.467799999 7052615.2997, 692620.125100002 7052469.8074, 692630.135700002 7052451.2544, 692641.347599998 7052424.0255, 692650.957800001 7052391.4576, 692658.966300003 7052350.7477, 692685.496699996 7052207.7652, 692747.193300001 7052089.9376, 692781.362899996 7052058.9714, 692814.464699998 7052028.5391, 692849.702100001 7052000.7763, 692876.293799996 7051966.855))"
sc_schema_cyclable_pm35_2023.3400,3400,59056,Non,Oui,Non,"MULTILINESTRING ((694011.5581 7056431.7566, 694010.8222 7056432.3516))"
sc_schema_cyclable_pm35_2023.3401,3401,59196,Non,Non,Oui,"MULTILINESTRING ((694259.35 7059828.651, 694254.43 7059825.56, 694225.079 7059792.15, 694208.829 7059773.04, 694207.43 7059764.469, 694208.221 7059760.531, 694211.309 7059754.7))"
sc_schema_cyclable_pm35_2023.3402,3402,59328,Non,Oui,Non,"MULTILINESTRING ((701615.131999999 7061623.6498, 701625.513064473 7061594.92439755, 701643.106257347 7061564.20005347, 701662.611753794 7061523.53173081, 701758.736880076 7061340.97048302, 701858.482156695 7061161.44138133, 702030.666448194 7060842.75165874, 702180.081100717 7060570.94957753, 702211.842443672 7060507.63171541, 702217.147918313 7060497.05498028, 702219.604520178 7060492.61257494, 702271.594218464 7060398.59680605, 702320.922258898 7060309.39425628, 702352.795213042 7060248.39308911))"
sc_schema_cyclable_pm35_2023.3403,3403,59527,Non,Oui,Non,"MULTILINESTRING ((703523.505999997 7063220.406, 703509.292000003 7063168.749, 703510.343999997 7063075.307, 703511.619000003 7063049.782, 703516.093999997 7063032.482, 703528.208999999 7063002.106, 703538.022 7062980.131, 703546.886 7062950.034, 703553.636 7062906.948, 703552.956 7062872.56, 703545.956 7062801.952, 703545.725000001 7062761.805, 703557.552000001 7062727.055, 703558.842600003 7062724.6984, 703566.292999998 7062711.094, 703571.461999997 7062701.666, 703587.968999997 7062672.879, 703595.101000003 7062659.183, 703619.866999999 7062616.69, 703634.927000001 7062579.91, 703655.923 7062521.313, 703669.994999997 7062471.785, 703681.656000003 7062418.274, 703687.579000004 7062366.4405))"
sc_schema_cyclable_pm35_2023.3404,3404,59355,Non,Non,Oui,"MULTILINESTRING ((700720.599 7059618.66, 700508.735 7059447.651))"
sc_schema_cyclable_pm35_2023.3405,3405,59355,Non,Non,Oui,"MULTILINESTRING ((700719.310824198 7061005.51700073, 700713.616944286 7060997.83092963, 700683.155765961 7060956.93169997, 700677.135726264 7060937.20756842, 700677.140959145 7060893.97211211, 700668.783489758 7060867.45040067, 700642.92676616 7060826.55201329, 700604.88143238 7060797.68702851, 700576.043975328 7060796.12394528, 700537.993632061 7060813.61489087, 700478.524600377 7060847.48304557, 700426.317369966 7060875.1814154))"
sc_schema_cyclable_pm35_2023.3406,3406,59355,Non,Non,Oui,"MULTILINESTRING ((700330.296354547 7060887.26797678, 700325.092418397 7060893.31125747, 700315.943562907 7060898.17945581, 700303.773067071 7060895.66142218, 700297.226179656 7060889.53420704, 700295.043883851 7060881.14076164, 700295.127818305 7060871.32043051, 700300.331754456 7060863.6823952, 700301.14710339 7060858.51908223))"
sc_schema_cyclable_pm35_2023.3407,3407,59524,Non,Oui,Non,"MULTILINESTRING ((691981.627526909 7051571.95363282, 692229.29358659 7051668.67289468, 692298.157161463 7051692.54919782, 692355.352373502 7051710.89483187, 692365.064768 7051715.61613475, 692429.544275912 7051735.58050122, 692474.733889198 7051751.09335354, 692522.081812373 7051762.28958608, 692575.19552798 7051777.5334807, 692600.367364638 7051779.97034704))"
sc_schema_cyclable_pm35_2023.3408,3408,59286,Non,Oui,Non,"MULTILINESTRING ((698749.833499998 7056279.8309, 698738.552754134 7056249.70038364, 698735.358900003 7056241.1697, 698745.9802 7056172.084, 698762.708099999 7056137.9844, 698774.884300001 7056043.0481, 698682.826899998 7055997.6078, 698696.511100002 7055987.6878, 698736.788099997 7055975.5334, 698766.202 7055984.3601))"
sc_schema_cyclable_pm35_2023.3661,3661,59328,Non,Oui,Non,"MULTILINESTRING ((702720.349 7060853.519, 702689.941 7060823.678, 702689.94099039 7060823.67798253, 702650.932578409 7060752.76698789, 702650.9322 7060752.7663, 702650.932036755 7060752.76594332, 702609.378200002 7060661.9731, 702609.378168923 7060661.97300106, 702579.485743341 7060566.806438, 702579.485699996 7060566.8063, 702579.48554016 7060566.80497148, 702569.886100002 7060487.0167, 702570.065989233 7060469.43934338, 702570.648199998 7060412.5503, 702570.648250291 7060412.54888707, 702572.562298766 7060358.7758346, 702572.562299997 7060358.7758, 702574.220897807 7060342.18062227, 702575.30267688 7060331.35683131, 702575.302699998 7060331.3566, 702576.275764886 7060296.4066611, 702576.275799997 7060296.4054, 702576.704698686 7060288.81831438, 702577.216799997 7060279.7594, 702579.687698777 7060255.39474308, 702567.719099999 7060244.4008))"
sc_schema_cyclable_pm35_2023.3662,3662,59527,Non,Oui,Non,"MULTILINESTRING ((703872.185910836 7061978.37443115, 703780.897022266 7061951.368581, 703771.393551193 7061948.0444336, 703767.741000522 7061939.97600003, 703767.741000001 7061939.97599888))"
sc_schema_cyclable_pm35_2023.3663,3663,59328,Non,Oui,Non,"MULTILINESTRING ((702567.719099999 7060244.4008, 702567.408650302 7060242.22853605, 702567.402999997 7060242.189, 702544.1272 7060231.0896, 702499.29627122 7060211.73727495, 702478.011649627 7060202.54926731, 702476.034999996 7060201.696, 702473.149851515 7060199.39865293, 702466.714000002 7060194.274, 702460.901576557 7060193.10118487, 702460.896200001 7060193.1001, 702460.895978258 7060193.10000937, 702460.729099996 7060193.0318, 702459.508599997 7060192.533, 702429.553376383 7060186.51885326, 702423.358000003 7060185.275, 702412.985848997 7060181.61068855, 702412.983900003 7060181.61, 702392.858425003 7060173.69008588, 702392.858421165 7060173.69008437, 702376.107000001 7060162.198, 702376.106862338 7060162.1978584, 702360.850000002 7060146.5043, 702360.217299998 7060145.8915, 702348.981899999 7060134.3908, 702342.934 7060128.2, 702311.038885955 7060084.962701, 702311.038000003 7060084.9615, 702270.148999996 7060029.532, 702258.694200002 7060017.7668, 702243.967299998 7060003.7984, 702223.498999537 7059987.32859276, 702211.155000001 7059977.396, 702184.164825401 7059959.16455253, 702173.005500004 7059951.6266, 702172.261799999 7059951.0799, 702172.253032773 7059951.07392881, 702140.654346208 7059929.55268159, 702083.949520044 7059890.93213385, 702070.94747895 7059882.07669803))"
