FID,objectid,code_insee,velo_plus,r_ppal,r_scdr,geom
sc_schema_cyclable_pm35_2023.2016,2016,59386,Non,Oui,Non,"MULTILINESTRING ((704431.051799998 7063228.79, 704431.051841964 7063228.79009165, 704463.697800003 7063300.0895, 704464.221299998 7063301.2327))"
sc_schema_cyclable_pm35_2023.2017,2017,59512,Oui,Oui,Non,"MULTILINESTRING ((713068.413199998 7066196.9176, 713178.056000002 7066228.187, 713239.761 7066246.652, 713298.25 7066255.386, 713356.968000002 7066247.359, 713356.983099997 7066247.3567))"
sc_schema_cyclable_pm35_2023.2018,2018,59152,Non,Oui,Non,"MULTILINESTRING ((702295.333099999 7074544.5321, 702292.093999997 7074543.663, 702245.576690344 7074536.38256556, 702194.376977656 7074531.24703207, 702174.30171037 7074527.04523194, 702158.272620988 7074519.8866095, 702158.739487669 7074509.45992029, 702151.580865226 7074498.09949772, 702141.387316667 7074494.68627821, 702131.349975714 7074501.67880894, 702126.404020549 7074512.99363306, 702096.093999997 7074516.868, 702082.204400003 7074511.585, 701811.809 7074407.918, 701702.450199999 7074375.3952, 701447.468000002 7074284.787, 701024.164399996 7074098.4953, 700931.856299996 7074073.5369))"
sc_schema_cyclable_pm35_2023.2019,2019,59512,Non,Non,Oui,"MULTILINESTRING ((711303.132 7066078.299, 711448.589 7065954.626))"
sc_schema_cyclable_pm35_2023.2020,2020,00000,Non,Oui,Non,"MULTILINESTRING ((705975.784000002 7065105.316, 705968.417800002 7065072.4812))"
sc_schema_cyclable_pm35_2023.2021,2021,59512,Non,Oui,Non,"MULTILINESTRING ((712017.606100001 7064771.705, 712018.535178127 7064770.73787919, 712018.560999997 7064770.711, 712221.531000003 7064644.429, 712258.270999998 7064621.39, 712335.941 7064572.141, 712347.097180416 7064571.83183277, 712499.530599997 7064567.6075))"
sc_schema_cyclable_pm35_2023.2022,2022,59512,Non,Non,Oui,"MULTILINESTRING ((712751.763 7066232.505, 713018.090668736 7066298.6389312, 713018.099 7066298.641))"
sc_schema_cyclable_pm35_2023.2023,2023,00000,Non,Option,Non,"MULTILINESTRING ((701290.214100003 7067109.0917, 701129.584200002 7067318.9251))"
sc_schema_cyclable_pm35_2023.2024,2024,59599,Non,Non,Non,"MULTILINESTRING ((711088.045290738 7067359.90930317, 711088.462000002 7067389.34499889, 711091.980000002 7067422.70199888))"
sc_schema_cyclable_pm35_2023.2025,2025,59599,Oui,Oui,Non,"MULTILINESTRING ((711277.774999999 7068239.249, 711285.287 7068162.87, 711294.564000003 7068080.86, 711300.403999999 7068034.277, 711303.329000004 7067997.352, 711305.858000003 7067972.44, 711318.759000003 7067847.745, 711331.925999999 7067717.29))"
sc_schema_cyclable_pm35_2023.2026,2026,59512,Non,Oui,Non,"MULTILINESTRING ((711671.191799998 7064552.9368, 711677.899999999 7064565.469, 711720.974 7064607.872, 711748.733000003 7064635.144, 711782.353 7064674.37, 711812.597000003 7064713.75, 711831.758000001 7064744.474, 711841.405000001 7064774.406, 711845.409000002 7064802.765, 711846.685999997 7064833.772, 711844.259300001 7064892.3376, 711843.596000001 7064908.346))"
sc_schema_cyclable_pm35_2023.2027,2027,59339,Non,Non,Oui,"MULTILINESTRING ((716852.794000003 7065515.23299888, 716840.232000003 7065537.10699888, 716819.220000003 7065593.33199889))"
sc_schema_cyclable_pm35_2023.2028,2028,59339,Non,Non,Oui,"MULTILINESTRING ((717208.219000004 7064950.20499888, 717220.686000004 7064959.59899888, 717325.227000003 7065054.60099888, 717434.40073347 7065130.72388312, 717490.175332244 7065147.00568759, 717502.267635744 7065174.23450273, 717719.026541805 7065317.33578178, 717890.267759497 7065455.73092221, 717940.171821624 7065524.09147321, 718044.754050851 7065606.22434039))"
sc_schema_cyclable_pm35_2023.2029,2029,59512,Non,Oui,Non,"MULTILINESTRING ((713065.157700002 7066199.0328, 713058.916500002 7066215.0573, 713047.983000003 7066243.229, 713018.090668736 7066298.6389312, 713018.082000002 7066298.655, 712999.001999997 7066333.221, 712981.520999998 7066364.773, 712966.553999998 7066397.675, 712945.864 7066448.018, 712936.511 7066465.11, 712920.031999998 7066482.77, 712898.636 7066496.093, 712855.423 7066503.231, 712776.316 7066497.055, 712755.397 7066493.489, 712729.68 7066485.088, 712704.675999999 7066472.302, 712685.707000002 7066462.966, 712685.65459061 7066462.93880282, 712608.927000001 7066423.122, 712575.166000001 7066410.164, 712557.251000002 7066406.947, 712523.284999996 7066399.244, 712514.377999999 7066396.196, 712514.350477605 7066396.18366456, 712470.046999998 7066376.327, 712389.887999997 7066336.14, 712374.093000002 7066332.152, 712339.450000003 7066332.71, 712310.028999999 7066343.604, 712279.060999997 7066363.517, 712228.632100001 7066398.3884))"
sc_schema_cyclable_pm35_2023.2030,2030,00000,Oui,Oui,Non,"MULTILINESTRING ((710015.407200001 7072747.3212, 709912.649999999 7072883.446, 709834.082999997 7072994.844, 709777.902999997 7073077.524, 709789.520999998 7073104.065, 709775.861000002 7073129.453, 709745.490000002 7073132.223, 709718.803999998 7073197.879, 709695.993000001 7073249.119, 709641.291000001 7073371.687, 709597.682999998 7073461.512, 709559.734999999 7073526.767, 709522.728 7073585.386, 709469.978 7073660.031, 709457.478 7073675.153, 709457.415700004 7073675.2289, 709407.236000001 7073736.389, 709334.623000003 7073813.962, 709254.608999997 7073889.1, 709180.456 7073948.296, 709102.509999998 7074003.026, 708998.428000003 7074072.496, 708958.846000001 7074108.747))"
sc_schema_cyclable_pm35_2023.2031,2031,59512,Non,Oui,Non,"MULTILINESTRING ((713224.741999999 7063690.948, 713198.641000003 7063701.458, 713119.349 7063745.131, 712983.037 7063822.107, 712941.259463266 7063845.19268028, 712939.944700003 7063845.9192))"
sc_schema_cyclable_pm35_2023.2032,2032,59090,Non,Oui,Non,"MULTILINESTRING ((707757.693400003 7069210.9247, 707759.249966706 7069209.04264026, 707759.25 7069209.0426, 707793.202 7069179.607, 707819.403800003 7069142.0037, 707854.849600002 7069091.1235, 707895.098700002 7069046.157, 707940.111500002 7068985.1496, 708017.482600004 7068907.4724, 708120.567000002 7068795.963, 708157.9463 7068758.6377, 708202.289999999 7068730.322, 708291.952600002 7068700.1424, 708342.009099998 7068677.8168, 708349.361599997 7068681.8397, 708357.007100001 7068681.6342, 708360.9027 7068676.3963, 708361.832500003 7068669.7111, 708361.858400002 7068669.7034))"
sc_schema_cyclable_pm35_2023.2033,2033,00000,Non,Oui,Non,"MULTILINESTRING ((705716.886 7071967.948, 705681.423 7072003.161, 705609.226999998 7072071.594, 705596.990000002 7072088.213, 705583.685999997 7072111.346, 705536.700000003 7072258.112, 705514.504000001 7072336.611, 705509.638999999 7072366.424, 705497.609999999 7072420.692, 705486.450999998 7072474.328, 705479.813000001 7072515.79, 705476.369000003 7072550.845, 705472.248000003 7072594.036, 705472.919 7072641.562, 705475.870999999 7072678.436, 705483.914999999 7072725.021, 705504.215000004 7072799.894, 705507.828000002 7072812.372, 705534.199000001 7072908.953, 705551.667000003 7072974.719, 705577.637000002 7073068.181, 705581.501000002 7073123.435, 705576.511 7073195.652, 705564.515623221 7073269.08042551, 705554.81461513 7073297.09124205, 705540.603490645 7073335.94090361, 705508.248000003 7073411.779, 705497.401672211 7073446.64556335, 705490.853 7073481.606, 705486.589000002 7073522.798, 705488.579999998 7073592.328, 705501.901000001 7073712.42, 705509.435999997 7073800.79, 705520.273000002 7073908.894, 705521.406000003 7073952.039, 705514.855999999 7074003.383, 705482.283 7074082.725, 705487.106700003 7074087.6153))"
sc_schema_cyclable_pm35_2023.2034,2034,59378,Non,Oui,Non,"MULTILINESTRING ((706444.364500001 7065604.8512, 706479.581 7065613.046, 706494.145999998 7065612.046, 706615.662000001 7065603.71, 706682.186999999 7065599.133, 706682.217699997 7065599.131, 706695.625200003 7065598.2348, 706800.473999999 7065591.21, 706828.196900003 7065589.2677, 706906.725000001 7065583.766, 707020.229000002 7065576.007, 707139.855999999 7065567.818, 707159.487400003 7065566.5378, 707228.556999996 7065562.054, 707256.523999996 7065561.6593))"
sc_schema_cyclable_pm35_2023.2035,2035,59512,Non,Variante,Non,"MULTILINESTRING ((712046.175700001 7067670.5583, 712046.175708333 7067670.55827936, 712267.785129986 7067121.65177858, 712283.633893042 7067082.39582544, 712323.622000001 7066983.3489, 712359.619091799 7066963.55044706, 712364.798799999 7066960.7016))"
sc_schema_cyclable_pm35_2023.2036,2036,59646,Non,Oui,Non,"MULTILINESTRING ((708202.033 7063253.36, 708210.368492086 7063261.34680181, 708237.730999999 7063287.565, 708240.721299998 7063290.7918, 708271.07 7063323.541, 708289.813000001 7063349.642, 708308.577600002 7063383.3499, 708394.101499997 7063575.7505, 708269.421300001 7063649.781, 708269.669799998 7063650.4473, 708284.614100002 7063690.5223, 708296.611000002 7063707.302, 708308.298699997 7063721.07, 708354.239399999 7063771.2775, 708368.008299999 7063786.3251, 708400.968599997 7063813.2537))"
sc_schema_cyclable_pm35_2023.2037,2037,00000,Non,Oui,Non,"MULTILINESTRING ((708972.8015 7076670.889, 708969.755999997 7076692.105, 708841.560000002 7076680.609, 708827.392099999 7076680.4208))"
sc_schema_cyclable_pm35_2023.2110,2110,00000,Non,Oui,Non,"MULTILINESTRING ((706093.202 7065639.365, 706033.836999998 7065361.84, 706016 7065280.264))"
sc_schema_cyclable_pm35_2023.2038,2038,59646,Non,Non,Oui,"MULTILINESTRING ((709228.965000004 7063024.84399776, 709228.979334875 7063024.88072416, 709228.988557847 7063024.90435371, 709231.807809714 7063032.12736751, 709253.944000004 7063088.84099776, 709271.320000004 7063132.60299776, 709280.056455709 7063159.36261876, 709290.833000004 7063192.37099776, 709295.858000004 7063235.98999776, 709295.770000004 7063298.15699776, 709347.569697453 7063330.95569392, 709416.964000004 7063374.89499776, 709428.369898467 7063396.58817913, 709428.358046453 7063396.57848574, 709430.719000002 7063401.07099888, 709431.088130634 7063401.8327606, 709471.998000002 7063486.25699888, 709471.523579961 7063486.94418994, 709464.961000002 7063496.44999888, 709465.194000002 7063508.82999888, 709366.142000004 7063608.26999776, 709346.603000002 7063633.45799888, 709341.720000002 7063647.00999888, 709338.729744039 7063667.41234155, 709338.416000002 7063669.55299888, 709339.313000002 7063685.92999888))"
sc_schema_cyclable_pm35_2023.2039,2039,00000,Non,Non,Oui,"MULTILINESTRING ((709931.902116526 7065310.2241012, 709869.180307007 7065382.04879634, 709869.154298225 7065382.07857981, 709822.299960834 7065435.73293903, 709786.368095807 7065463.51191369, 709718.255280198 7065516.17002585, 709718.116805423 7065516.27708089, 709718.116793549 7065516.27709008, 709692.286600659 7065536.246448, 709609.381849498 7065580.12158369, 709569.779282063 7065638.33609633, 709492.991079464 7065708.63449533, 709449.87732481 7065793.55354151, 709423.837494449 7065864.97869354, 709404.610956861 7065932.46776426, 709376.267924901 7065996.28462521, 709333.198102963 7066073.72395878, 709310.440160512 7066143.56729941, 709295.529784423 7066192.22221086, 709281.765634343 7066247.27881007))"
sc_schema_cyclable_pm35_2023.2040,2040,59643,Non,Oui,Non,"MULTILINESTRING ((696049.402599998 7072264.1977, 696034.288599998 7072253.9139, 696013.565300003 7072233.9697))"
sc_schema_cyclable_pm35_2023.2041,2041,00000,Non,Non,Oui,"MULTILINESTRING ((710892.402643354 7066293.67968996, 710731.889977213 7066021.45662094))"
sc_schema_cyclable_pm35_2023.2042,2042,59339,Non,Non,Oui,"MULTILINESTRING ((717158.343000003 7064911.50099888, 717208.219000004 7064950.20499888))"
sc_schema_cyclable_pm35_2023.2043,2043,00000,Non,Non,Non,"MULTILINESTRING ((712676.468000003 7067784.75699889, 712652.075000002 7067794.06199889, 712628.361000003 7067803.02599889, 712619.510000003 7067804.50099889, 712595.117000002 7067808.46999889, 712568.112000003 7067812.55599889, 712547.803000002 7067815.73399889, 712515.920000003 7067819.70299889, 712475.755000003 7067823.33399889, 712429.350000002 7067821.97299889, 712415.506000003 7067821.63399889, 712381.922000003 7067817.66199889, 712353.785000003 7067812.66999889, 712328.936000003 7067807.78999889, 712298.528000003 7067799.84799889, 712250.762000003 7067784.19099889, 712234.990000002 7067778.74399889, 712217.971000002 7067772.16299889, 712184.045000002 7067758.54699889, 712151.935000003 7067745.61399889, 712128.336000002 7067736.19499889, 712047.81953917 7067704.06464686, 712030.532000002 7067697.16599889))"
sc_schema_cyclable_pm35_2023.2044,2044,59098,Non,Oui,Non,"MULTILINESTRING ((705487.106700003 7074087.6153, 705494.140000001 7074094.712, 705499.983999997 7074108.805, 705496.407696716 7074121.22811307, 705495.42459461 7074124.64314465, 705495.416000001 7074124.673, 705483.754000001 7074136.908, 705466.302000001 7074140.429))"
sc_schema_cyclable_pm35_2023.2045,2045,59512,Non,Non,Oui,"MULTILINESTRING ((713757.092 7064998.896, 713647.259 7064923.316, 713568.636402771 7064817.31920279, 713568.614 7064817.289))"
sc_schema_cyclable_pm35_2023.2046,2046,59163,Non,Non,Oui,"MULTILINESTRING ((710295.293976369 7064885.94292199, 710295.241000004 7064885.98899777))"
sc_schema_cyclable_pm35_2023.2047,2047,59421,Non,Oui,Non,"MULTILINESTRING ((709549.9991 7068089.0428, 709556.521200001 7068092.0125, 709680.875600003 7068158.8692, 709807.189102596 7068301.99716397, 709807.840700001 7068302.7355))"
sc_schema_cyclable_pm35_2023.2048,2048,59299,Non,Non,Oui,"MULTILINESTRING ((713414.89 7063391.407, 713611.162 7063043.322))"
sc_schema_cyclable_pm35_2023.2049,2049,59650,Oui,Oui,Non,"MULTILINESTRING ((715125.356899999 7067463.7424, 715154.325499997 7067428.9396))"
sc_schema_cyclable_pm35_2023.2050,2050,00000,Non,Oui,Non,"MULTILINESTRING ((713675.359700002 7070731.6927, 713666.461000003 7070687.486, 713651.831 7070569.24, 713651.801399998 7070569.1322))"
sc_schema_cyclable_pm35_2023.2051,2051,59098,Non,Oui,Non,"MULTILINESTRING ((705455.132200003 7075283.7147, 705373.766791975 7075393.60061542, 705371.331600003 7075396.8894, 705371.254500002 7075396.9936))"
sc_schema_cyclable_pm35_2023.2052,2052,59636,Non,Non,Non,"MULTILINESTRING ((703901.368000001 7065749.03399888, 703898.759000001 7065735.64599888, 703889.681000001 7065721.91799888, 703871.944561538 7065707.68611274, 703861.542000001 7065699.33899888))"
sc_schema_cyclable_pm35_2023.2053,2053,00000,Non,Non,Non,"MULTILINESTRING ((702650.23 7075151.2349989, 702695.615000001 7075152.8239989, 702702.989000001 7075203.8799989, 702835.626000001 7075427.9659989, 702882.258 7075458.1479989, 702914.709000001 7075479.1389989, 702954.532000001 7075495.7049989, 703027.602000001 7075526.1119989, 703037.361000001 7075528.3809989))"
sc_schema_cyclable_pm35_2023.2054,2054,59646,Non,Non,Oui,"MULTILINESTRING ((710537.476286473 7065811.69245624, 710272.997401546 7065505.85778226, 710257.101974496 7065487.66410619))"
sc_schema_cyclable_pm35_2023.2055,2055,59650,Oui,Oui,Non,"MULTILINESTRING ((714822.204700001 7067420.4294, 714805.830799997 7067427.645, 714779.466200002 7067455.6748, 714758.097000003 7067466.4982, 714705.367700003 7067462.6128, 714663.475000002 7067458.371, 714646.958999999 7067457.768, 714632.729999997 7067461.272, 714608.237999998 7067478, 714598.423 7067485.344, 714556.923 7067516.608, 714538.159000002 7067530.409, 714474.835000001 7067554.738, 714427.303000003 7067582.68))"
sc_schema_cyclable_pm35_2023.2056,2056,59512,Oui,Oui,Non,"MULTILINESTRING ((712569.645000003 7065905.473, 712560.691 7065910.03, 712553.151000001 7065909.327, 712550.094999999 7065902.581, 712549.901000001 7065890.793, 712550.089000002 7065879.292, 712555.329999998 7065871.612, 712560.377099998 7065870.3648, 712567.024999999 7065868.722))"
sc_schema_cyclable_pm35_2023.2057,2057,00000,Non,Non,Oui,"MULTILINESTRING ((711236.531046741 7065021.96150687, 711244.664636351 7065019.14083617, 711251.864939423 7065015.54068463, 711333.247312306 7064945.36141488, 711576.783154535 7064746.17952279))"
sc_schema_cyclable_pm35_2023.2058,2058,59512,Non,Oui,Non,"MULTILINESTRING ((713785.235699996 7064651.2213, 713935.891999997 7064499.491, 713989.673699997 7064445.1894, 713992.353399999 7064442.4837, 713996.509000003 7064438.288))"
sc_schema_cyclable_pm35_2023.2059,2059,59636,Non,Non,Oui,"MULTILINESTRING ((703015.873000003 7066475.417, 702998.106897634 7066511.01055742, 702899.20509816 7066540.57537468, 702593.030174626 7066791.05385694, 702552.026394358 7066841.85179811, 702523.889759134 7066925.86514636, 702516.265193906 7067040.19979806, 702525.277516686 7067143.95524494, 702531.324280122 7067231.77344157, 702522.936836621 7067312.11865745, 702394.46504336 7067692.18878388, 702377.752179821 7067720.15351804, 702293.404225616 7067834.2710792))"
sc_schema_cyclable_pm35_2023.2060,2060,59512,Non,Non,Oui,"MULTILINESTRING ((714475.171 7066096.34, 714438.444 7066094.455, 714372.849 7066039.761, 714336.437 7066026.038, 714191.063 7066030.304, 714130.747 7066032.654, 714077.36 7066038.36, 714015.531 7066038.206, 713989.501 7066036.193, 713937.425 7066038.659, 713750.62 7066041.441))"
sc_schema_cyclable_pm35_2023.2061,2061,00000,Non,Non,Oui,"MULTILINESTRING ((716350.95009218 7064398.33124396, 716350.950092177 7064398.33124508, 716322.191813644 7064380.70003226, 716318.680000003 7064378.54699888, 716286.007000003 7064347.56799888, 716222.470000003 7064291.72799888, 716143.178000003 7064222.64099888, 716116.449000003 7064198.99099888, 716062.133000003 7064153.32299888, 716038.294000003 7064130.89699888, 716026.223000003 7064123.99999888, 716010.916000003 7064118.50899888, 715983.878333663 7064114.05217073))"
sc_schema_cyclable_pm35_2023.2062,2062,59426,Non,Non,Oui,"MULTILINESTRING ((710525.253024727 7072073.34957864, 710461.058856086 7072168.12351489, 710389.861687231 7072282.50585174, 710340.918496837 7072359.14979854, 710308.860318073 7072448.47695684, 710321.092040519 7072576.95002733, 710314.151473791 7072583.24580543, 710354.613252813 7072712.7234983, 710380.602164724 7072782.75350045, 710375.311009006 7072793.95830079, 710406.435454407 7072848.42608025, 710473.975500928 7072994.24410695, 710500.742523973 7073047.31128636, 710508.368013097 7073054.00304212, 710532.822612822 7073061.59613282))"
sc_schema_cyclable_pm35_2023.2063,2063,59646,Non,Oui,Non,"MULTILINESTRING ((708400.968599997 7063813.2537, 708442.3446 7063847.058, 708534.758900002 7063898.1025, 708607.683200002 7063939.703))"
sc_schema_cyclable_pm35_2023.2064,2064,00000,Non,Non,Oui,"MULTILINESTRING ((710694.081261763 7064360.06448526, 710752.622214968 7064295.74130816, 710844.139313748 7064204.36155138, 711064.494000003 7063980.688))"
sc_schema_cyclable_pm35_2023.2065,2065,59426,Non,Oui,Non,"MULTILINESTRING ((711896.777000003 7073494.649, 711844.287568111 7073600.18356385, 711822.96732301 7073652.00576545, 711777.05876604 7073730.59499009, 711770.678254732 7073741.79979044, 711766.320832376 7073754.56081306, 711768.032676873 7073771.21239135, 711786.240477434 7073838.75243787, 711789.664166428 7073865.36383869, 711792.932233195 7073905.7478066, 711788.3191 7073938.4345, 711776.903143813 7073970.2532197, 711751.420004139 7074011.14295985, 711740.487542691 7074025.2267714, 711726.792786713 7074034.09723834, 711707.340008336 7074040.16650519, 711684.619163192 7074044.67954977, 711663.739399999 7074053.0792, 711649.292917659 7074063.97670592, 711638.088117313 7074078.91643972, 711623.459627974 7074115.52656862, 711609.453627542 7074151.20296417, 711596.381360473 7074183.49457627, 711578.757143263 7074233.25478336, 711543.781047741 7074344.09671455, 711534.093564109 7074369.22970422, 711522.110652629 7074393.58458275, 711508.688235549 7074420.11817245, 711500.362446403 7074442.8390176, 711496.394079614 7074463.65349046, 711494.915668457 7074495.24480255, 711493.20382396 7074508.00582516, 711484.022112566 7074539.28589279, 711470.949845497 7074568.54287147, 711435.566207138 7074626.06941728))"
sc_schema_cyclable_pm35_2023.2066,2066,59163,Non,Non,Oui,"MULTILINESTRING ((711253.928603664 7064823.31313272, 711208.899973064 7064846.66515533, 711167.592971228 7064873.38206936))"
sc_schema_cyclable_pm35_2023.2067,2067,59512,Non,Non,Oui,"MULTILINESTRING ((713296.807 7065836.521, 713142.058 7065767.347, 713035.611 7065639.865, 712860.501 7065441.554))"
sc_schema_cyclable_pm35_2023.2068,2068,00000,Non,Non,Oui,"MULTILINESTRING ((704414.800000001 7063215.59999927, 704408.224260504 7063214.34950485))"
sc_schema_cyclable_pm35_2023.2069,2069,59512,Non,Non,Oui,"MULTILINESTRING ((711820.856 7064469.985, 711917.492 7064657.876, 711935.214 7064684.98, 711997.73 7064770.979, 712013.741 7064775.763))"
sc_schema_cyclable_pm35_2023.2070,2070,00000,Non,Non,Oui,"MULTILINESTRING ((710985.327 7063686.762, 710985.343274992 7063686.76743683, 711008.245 7063694.418, 711020.053 7063689.968, 711030.273 7063728.261, 711386.051 7064139.687, 711394.419 7064166.774, 711587.562 7064452.783, 711598.643 7064484.688, 711671.201 7064552.924))"
sc_schema_cyclable_pm35_2023.2071,2071,59508,Oui,Oui,Non,"MULTILINESTRING ((708626.600000001 7074304.952, 708599.673000001 7074287.304, 708574.917999998 7074288.525, 708529.340000004 7074311.568, 708512.611000001 7074343.613, 708517.351000004 7074356.205))"
sc_schema_cyclable_pm35_2023.2072,2072,59599,Non,Non,Oui,"MULTILINESTRING ((712177.530295837 7070484.65045526, 712155.536367918 7070450.438343, 712130.601269307 7070409.56727911, 712116.165159585 7070384.06973467, 712111.29062903 7070381.2575055, 712103.603869308 7070379.75764995, 712069.48215542 7070393.63131383))"
sc_schema_cyclable_pm35_2023.2073,2073,59352,Non,Oui,Non,"MULTILINESTRING ((705436.719853051 7070951.38371541, 705467.665799998 7071006.8076, 705520.659000002 7071129.4512, 705520.336791439 7071129.77213719))"
sc_schema_cyclable_pm35_2023.3711,3711,59636,Non,Oui,Non,"MULTILINESTRING ((701684.810934006 7066714.14581058, 701656.246901652 7066669.33853896, 701651.912216591 7066662.53888937, 701639.465999998 7066643.015, 701538.483000003 7066481.924))"
sc_schema_cyclable_pm35_2023.2074,2074,00000,Non,Non,Oui,"MULTILINESTRING ((710017.661 7063270.84, 709830.24 7063388.768, 709826.269 7063398.795, 709809.724 7063407.725, 709834.779 7063462.957, 709827.934 7063473.695, 709819.985 7063498.767, 709801.268 7063517.008, 709723.6 7063548.766, 709680.8 7063571.626, 709638.007 7063591.979, 709629.37 7063599.847, 709619.991 7063621.333, 709592.229 7063676.828, 709586.106 7063685.059, 709576.399 7063687.55, 709533.998 7063689.627, 709503.446 7063695.667, 709443.454 7063688.4, 709438.06 7063691.256, 709421.547 7063681.195, 709410.384 7063695.868, 709368.652 7063726.974))"
sc_schema_cyclable_pm35_2023.2075,2075,59339,Non,Oui,Non,"MULTILINESTRING ((717094.4005 7064847.4616, 717067.0858 7064858.5938, 717058.033100001 7064862.2832, 717042.103399999 7064869.1308, 716993.174000003 7064890.213, 716914.678000003 7064924.186, 716819.090999998 7064963.189, 716805.281099998 7064969.254, 716800.774999999 7064971.233, 716783.953000002 7064978.3757, 716756.541000001 7064990.015, 716742.585000001 7064996.017, 716709.439999998 7065010.073, 716555.8891 7065075.6431, 716519.180699997 7065091.3419, 716465.731700003 7065113.5833, 716446.5788 7065121.7992, 716430.697999999 7065128.636, 716406.295400001 7065139.4279, 716350.131200001 7065164.2661, 716343.237000004 7065167.315, 716297.780299999 7065186.4849, 716292.670900002 7065188.6396, 716291.874499999 7065188.9754))"
sc_schema_cyclable_pm35_2023.2076,2076,59599,Non,Non,Oui,"MULTILINESTRING ((710920.357908729 7069047.00207675, 710882.711220873 7069036.23422599))"
sc_schema_cyclable_pm35_2023.2077,2077,59599,Non,Non,Oui,"MULTILINESTRING ((710936.437000005 7069064.05199778, 710930.091380228 7069053.60427024, 710930.090000004 7069053.60199778, 710921.408372544 7069047.30489468, 710921.404200003 7069047.3036, 710920.357908729 7069047.00207675))"
sc_schema_cyclable_pm35_2023.2078,2078,59163,Non,Oui,Non,"MULTILINESTRING ((710339.141199999 7064076.9622, 710380.142700002 7064038.9811, 710399.920699999 7064027.6513, 710442.4397 7064049.0149))"
sc_schema_cyclable_pm35_2023.2079,2079,59599,Non,Non,Oui,"MULTILINESTRING ((710920.357908729 7069047.00207675, 710863.719999999 7069030.68, 710842.492799997 7069020.9864, 710774.729999997 7068981.81, 710756.166000001 7068976.5984, 710670.280000001 7068953.47, 710617.116599999 7068939.183, 710599.109999999 7068940.09, 710574.615000002 7068942.1872, 710501.053800002 7068954.8484, 710460.51031987 7068962.70218953, 710460.469999999 7068962.71, 710400.647399999 7068972.876, 710213.064000003 7069005.6864, 710076.060000002 7069029.66, 710021.995200001 7069040.4036, 710007.0942 7069038.5346))"
sc_schema_cyclable_pm35_2023.2080,2080,00000,Non,Option,Non,"MULTILINESTRING ((702767.53363976 7074769.38794496, 702775.236939997 7074755.69318899, 702780.683717943 7074744.41057753, 702798.113407369 7074733.05015496, 702962.372667986 7074656.56183038, 702974.199957239 7074650.95943021, 702990.073424395 7074645.97951894, 703039.094425906 7074626.68236279, 703309.721478689 7074628.23858506, 703325.750568072 7074625.43738497, 703338.511590687 7074620.45747371, 703349.405146578 7074627.46047392, 703362.321791421 7074635.24158527, 703479.349706137 7074677.10396434, 703521.678951886 7074688.77563137, 704148.070500001 7074690.8401, 704205.612702413 7074677.84670078))"
sc_schema_cyclable_pm35_2023.2081,2081,59599,Non,Non,Oui,"MULTILINESTRING ((711593.090534596 7071483.27637492, 711702.579990149 7071365.53771381, 711785.072045703 7071342.2899527))"
sc_schema_cyclable_pm35_2023.2082,2082,59512,Non,Non,Oui,"MULTILINESTRING ((713608.38 7066453.911, 713471.142 7066418.528))"
sc_schema_cyclable_pm35_2023.2083,2083,59426,Non,Non,Oui,"MULTILINESTRING ((710772.137961484 7072727.02129041, 710800.704366529 7072779.89394203, 710851.932140181 7072884.47566214, 710886.210372561 7072903.05333217))"
sc_schema_cyclable_pm35_2023.2084,2084,00000,Non,Non,Oui,"MULTILINESTRING ((704342.335915751 7065334.62650064, 704433.633535361 7065388.24573755, 704490.151109405 7065391.86865896, 704526.380323536 7065409.98326603, 704573.478301907 7065293.32519653, 704587.245403277 7065258.54515096, 704653.182572995 7065278.10892659, 704743.755608323 7065252.02389242, 704786.506080997 7065182.46380129, 704906.787071912 7065180.29004844, 705068.369366937 7065150.58209285, 705216.184560591 7065116.52663157, 705332.118045811 7065094.78910309, 705456.746542421 7065091.16618167, 705570.506274793 7065102.7595302, 705707.452704208 7065137.53957576, 705803.097829514 7065168.69669991, 705945.84093319 7065242.60429674, 705971.201383082 7065285.35476942, 705991.634999998 7065271.153))"
sc_schema_cyclable_pm35_2023.2085,2085,59339,Non,Non,Oui,"MULTILINESTRING ((717254.198000004 7065126.40499888, 717222.127000003 7065134.57199888, 717201.331000004 7065145.01199888))"
sc_schema_cyclable_pm35_2023.2086,2086,59512,Non,Non,Oui,"MULTILINESTRING ((712284.232 7067082.659, 712283.633893042 7067082.39582544, 712127.866 7067013.856, 712113.576 7067002.143, 712086.416 7066922.906, 712059.262 7066839.773, 712021.677 7066765.704, 711963.25 7066699.378, 711951.553 7066691.566, 711899.531 7066671.983, 711853.078 7066630.743))"
sc_schema_cyclable_pm35_2023.2087,2087,00000,Non,Oui,Non,"MULTILINESTRING ((710384.647299998 7066490.0491, 710382.037299998 7066481.97, 710271.061192886 7066343.77139404, 710232.400376234 7066296.24528464, 710196.1175 7066251.6424))"
sc_schema_cyclable_pm35_2023.2088,2088,59512,Non,Oui,Non,"MULTILINESTRING ((713641.560400002 7065325.78, 713639.331 7065329.174, 713639.2456 7065329.3017, 713616.168197714 7065363.79480962, 713212.067000002 7065967.7929, 713205.717 7065977.284))"
